SCHOOL ID (R-C-D-T-S),"SCHOOL TYPE CODE (0,1,2,C)",SCHOOL NAME,DISTRICT NAME,CITY,COUNTY ,"DISTRICT TYPE CODE (0,1,2,9)","DISTRICT SIZE CODE (1,2,...8,9)",DISTRICT TYPE NAME,DISTRICT SIZE NAME,SCHOOL TYPE NAME,GRADES IN SCHOOL,SCHOOL - WHITE %,SCHOOL - BLACK %,SCHOOL - HISPANIC %,SCHOOL - ASIAN %,SCHOOL - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,SCHOOL - NATIVE AMERICAN %,SCHOOL - TWO OR MORE RACES %,SCHOOL TOTAL ENROLLMENT,DISTRICT - WHITE %,DISTRICT - BLACK %,DISTRICT - HISPANIC %,DISTRICT - ASIAN %,DISTRICT - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,DISTRICT - NATIVE AMERICAN %,DISTRICT - TWO OR MORE RACES %,DISTRICT TOTAL ENROLLMENT
500820190262003,2,Mascoutah Elem School            ,Mascoutah CUD 19                 ,Mascoutah        ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,83.1,4.9,5,0.8,0.3,0.6,5.3,898,70.7,11.1,6.7,1.9,1.1,0.6,7.9,"3,901"
500820190262006,2,Scott Elem School                ,Mascoutah CUD 19                 ,Scott Air Force B,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,58.6,15.4,10.9,2.2,1.4,0.7,10.8,760,70.7,11.1,6.7,1.9,1.1,0.6,7.9,"3,901"
500820190262007,2,Wingate Elementary School        ,Mascoutah CUD 19                 ,Shiloh           ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5                    ,68.8,12.5,5.6,2.3,0.7,0,10.2,304,70.7,11.1,6.7,1.9,1.1,0.6,7.9,"3,901"
500820300032001,2,St Libory Elem School            ,St Libory Cons SD 30             ,Saint Libory     ,Saint Clair,0,1,ELEMENTARY ,SMALL ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,92,1.1,3.4,0,2.3,0,1.1,87,92,1.1,3.4,0,2.3,0,1.1,88
500820400260001,0,Marissa Jr & Sr High School      ,Marissa CUSD 40                  ,Marissa          ,Saint Clair,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.6,0,0.4,0,0,0.7,2.2,268,93.7,0.2,0.5,0,0,0.3,5.3,601
500820400262002,2,Marissa Elem School              ,Marissa CUSD 40                  ,Marissa          ,Saint Clair,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6               ,91.4,0.3,0.3,0,0,0,8,325,93.7,0.2,0.5,0,0,0.3,5.3,601
500820600260003,0,New Athens High School           ,New Athens CUSD 60               ,New Athens       ,Saint Clair,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.1,0,1.2,0,0,0.6,1.2,170,96,1,0.6,0.2,0,0.4,1.8,496
500820600261001,1,New Athens Jr High               ,New Athens CUSD 60               ,New Athens       ,Saint Clair,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,6 7 8                          ,94.3,2.9,1,0,0,0,1.9,105,96,1,0.6,0.2,0,0.4,1.8,496
500820600262001,2,New Athens Elem                  ,New Athens CUSD 60               ,New Athens       ,Saint Clair,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5                 ,95.9,0.9,0,0.5,0,0.5,2.3,218,96,1,0.6,0.2,0,0.4,1.8,496
500820700042001,2,Freeburg Primary Center          ,Freeburg CCSD 70                 ,Freeburg         ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,93.9,0,3.4,0.4,0.4,0.4,1.5,262,94.4,0.4,2.6,0.5,0.4,0.4,1.4,781
500820700042003,2,Freeburg Elem School             ,Freeburg CCSD 70                 ,Freeburg         ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,3 4 5 6 7 8                    ,94.7,0.4,2.2,0.6,0.4,0.4,1.4,509,94.4,0.4,2.6,0.5,0.4,0.4,1.4,781
500820770160001,0,Freeburg Community High Sch      ,Freeburg CHSD 77                 ,Freeburg         ,Saint Clair,1,4,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.1,1.7,1.2,0.3,0.2,0,0.6,661,96.1,1.6,1.2,0.3,0.1,0,0.6,668
500820850021001,1,Shiloh Middle School             ,Shiloh Village SD 85             ,Shiloh           ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,64,23.2,4,2.8,0,0,6,250,68.1,19.2,3.4,4.1,0.7,0.3,4.2,589
500820850022001,2,Shiloh Elementary School         ,Shiloh Village SD 85             ,Shiloh           ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,71.6,16.5,2.4,4.9,1.2,0.6,2.8,327,68.1,19.2,3.4,4.1,0.7,0.3,4.2,589
500820900041002,1,Fulton Jr High School            ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,MIDDLE SCHL,6 7 8                          ,68.8,16.2,5.1,2.9,0,0.5,6.6,592,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900041003,1,Amelia V Carriel Jr High         ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,MIDDLE SCHL,6 7 8                          ,69.9,16.2,4.6,1.3,0,0.3,7.8,681,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900042002,2,Estelle Kampmeyer Elem School    ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,71.3,12.3,5.6,2.3,0,0,8.5,390,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900042003,2,J Emmett Hinchcliffe Sr Elem Sch ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5                    ,75.3,14.5,3.6,2,0,0,4.6,393,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900042004,2,Laverna Evans Elem School        ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5                    ,57.8,25.9,7,2.6,0,0,6.7,344,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900042005,2,Marie Schaefer Elem School       ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,65.6,22.8,3.9,2.5,0.5,0.5,4.2,593,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500820900042006,2,Delores Moye Elem School         ,O Fallon CCSD 90                 ,O Fallon         ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,71,15.7,3.9,1.7,0.3,0.3,7.1,644,68.9,17.4,4.6,2.2,0.1,0.3,6.5,"3,670"
500821040021001,1,Joseph Arthur Middle School      ,Central SD 104                   ,O Fallon         ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,46.4,36.2,7.7,1.3,0,0,8.5,235,46.3,32.2,8.9,3.3,0.2,0,9.1,628
500821040022001,2,Central Elem School              ,Central SD 104                   ,O Fallon         ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,45.6,29.9,9.9,4.7,0.3,0,9.6,384,46.3,32.2,8.9,3.3,0.2,0,9.1,628
500821050021001,1,Pontiac Jr High School           ,Pontiac-W Holliday SD 105        ,Fairview Heights ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,6 7 8                          ,31.7,49,9.1,2.4,0,0,7.7,208,36,43.1,7.6,2.5,0,0,10.8,720
500821050022002,2,William Holliday Elem School     ,Pontiac-W Holliday SD 105        ,Fairview Heights ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5                 ,37.9,40.5,6.9,2.6,0,0,12.1,504,36,43.1,7.6,2.5,0,0,10.8,720
500821100041006,1,Grant Middle School              ,Grant CCSD 110                   ,Fairview Heights ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,45.3,42.4,4.2,1.3,0.4,0,6.4,236,45.9,40.3,3.8,0.5,0.3,0.3,8.7,575
500821100042002,2,Illini Elem School               ,Grant CCSD 110                   ,Fairview Heights ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,45.9,39.4,3.4,0,0.3,0.6,10.4,327,45.9,40.3,3.8,0.5,0.3,0.3,8.7,575
500821130021001,1,Wolf Branch Middle School        ,Wolf Branch SD 113               ,Swansea          ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,68.3,14,7,5.1,0.5,0,5.1,372,68.6,14.1,5.9,5,0.3,0,6.1,797
500821130022001,2,Wolf Branch Elem School          ,Wolf Branch SD 113               ,Swansea          ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,68.9,14.1,4.9,4.9,0,0,7.1,425,68.6,14.1,5.9,5,0.3,0,6.1,797
500821150021001,1,Whiteside Middle School          ,Whiteside SD 115                 ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,34.6,51.8,3.3,3,0,0.2,7.2,570,34.1,51,3.2,2.6,0,0.1,8.9,"1,334"
500821150022001,2,Whiteside Elem School            ,Whiteside SD 115                 ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,33.3,50.8,3.2,2.3,0,0.1,10.3,754,34.1,51,3.2,2.6,0,0.1,8.9,"1,334"
500821160022001,2,High Mount Elem School           ,High Mount SD 116                ,Swansea          ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,46.3,33.3,8.6,0,1,0.7,10.2,421,46.1,33.4,8.7,0,0.9,0.7,10.1,425
500821180021012,1,Central Jr High School           ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,MIDDLE SCHL,7 8                            ,54.2,37,3,0.5,0.3,0,5.1,395,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180021013,1,West Jr High School              ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,MIDDLE SCHL,7 8                            ,39.2,51.9,3.2,0.3,0.3,0,5.1,370,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022001,2,Abraham Lincoln Elem School      ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,26,62.5,4,0.9,0.2,0.2,6.2,549,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022004,2,Douglas Elem School              ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,53.8,27.4,5.9,0.3,0,0.3,12.2,288,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022005,2,Franklin Elem School             ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,26.4,54.6,2.5,0.6,0,0,16,163,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022006,2,Henry Raab Elem School           ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,55.9,33.5,2.9,0,0,0,7.6,170,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022007,2,Jefferson Elem School            ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,51,36.3,3.6,1.8,0.5,0.3,6.5,386,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022009,2,Roosevelt Elem School            ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,59.4,28.2,2.6,0.9,0.3,0,8.6,347,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022010,2,Union Elem School                ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,37.7,48.7,6.5,1.3,0,0,5.8,462,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821180022013,2,Westhaven Elementary             ,Belleville SD 118                ,Belleville       ,Saint Clair,0,3,ELEMENTARY ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,47.4,39.9,6.4,0.7,0.2,0,5.4,534,44.6,42.7,4.3,0.9,0.2,0.1,7.2,"3,868"
500821190022001,2,Belle Valley School              ,Belle Valley SD 119              ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,31.1,53.7,1.7,1,0,0.1,12.4,991,31.4,53.3,1.8,1.3,0,0.1,12.2,"1,014"
500821300042001,2,Smithton Elem School             ,Smithton CCSD 130                ,Smithton         ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,97.1,0.6,0.8,0.6,0.2,0,0.8,518,97.1,0.6,0.8,0.6,0.2,0,0.8,523
500821600042001,2,Millstadt Consolidated School    ,Millstadt CCSD 160               ,Millstadt        ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,3 4 5 6 7 8                    ,93.1,2.2,1.6,1.6,0,0.2,1.4,505,93.7,2.5,1.3,1,0,0.1,1.4,790
500821600042002,2,Millstadt Primary Center         ,Millstadt CCSD 160               ,Millstadt        ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,94.7,3.2,0.7,0,0,0,1.4,281,93.7,2.5,1.3,1,0,0.1,1.4,790
500821750021001,1,Emge Junior High School          ,Harmony Emge SD 175              ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,MIDDLE SCHL,7 8                            ,49.2,40.8,4.2,0,0,0,5.8,191,49.2,41,3.1,0.7,0,0,6,832
500821750022002,2,Ellis Elem School                ,Harmony Emge SD 175              ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3                     ,54.9,37,2.8,0.3,0,0,5,397,49.2,41,3.1,0.7,0,0,6,832
500821750022003,2,Harmony Intermediate Center      ,Harmony Emge SD 175              ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,4 5 6                          ,40.2,46.9,2.9,2.1,0,0,7.9,239,49.2,41,3.1,0.7,0,0,6,832
500821810022001,2,Signal Hill Elem School          ,Signal Hill SD 181               ,Belleville       ,Saint Clair,0,2,ELEMENTARY ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,44,45.4,2.6,0.9,0,0.6,6.6,348,44.3,45.4,2.5,0.8,0,0.6,6.4,357
500821870260011,0,Cahokia High School              ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,6.8,90.5,1.4,0,0,0,1.3,927,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870261014,1,7th Grade Academy                ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,MIDDLE SCHL,7,4.4,92.6,0.5,0,0,0,2.5,204,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870261015,1,8th Grade Academy                ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,MIDDLE SCHL,8,2.6,95.3,1,0,0,0,1,193,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262002,2,Oliver Parks 6th Grade School    ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,6,3.3,94.3,0.8,0,0,0,1.6,244,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262005,2,Huffman Elem School              ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,3 4 5                          ,3.5,90.4,1.3,0,0,0,4.8,311,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262007,2,Lalumier Elem School             ,Cahokia CUSD 187                 ,Centreville      ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,0.7,94.9,0.7,0,0,0,3.6,276,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262008,2,Maplewood Elem School            ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2                       ,8.4,84.9,2.3,0,0,0,4.4,298,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262009,2,Elizabeth Morris Elem School     ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,7.1,87.1,1.7,0,0,0,4.1,295,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262010,2,Penniman Elem School             ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,3 4 5                          ,2.5,91.2,2.5,0,0,0,3.7,354,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821870262014,2,Estelle Sauget School of Choice  ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,22.1,65.9,5.6,0,0,0,6.4,267,6.3,88.8,1.8,0,0,0,3.1,"3,371"
500821880220001,0,Lovejoy Technology Academy       ,Brooklyn UD 188                  ,Lovejoy          ,Saint Clair,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,0,95.8,0,0,0,0,4.2,24,1.5,96.2,0,0,0,0,2.3,132
500821880221001,1,Lovejoy Middle School            ,Brooklyn UD 188                  ,Lovejoy          ,Saint Clair,2,7,UNIT       ,SMALL ,MIDDLE SCHL,6 7 8                          ,0,95.2,0,0,0,0,4.8,21,1.5,96.2,0,0,0,0,2.3,132
500821880222001,2,Lovejoy Elementary School        ,Brooklyn UD 188                  ,Lovejoy          ,Saint Clair,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,2.3,96.6,0,0,0,0,1.1,87,1.5,96.2,0,0,0,0,2.3,132
50082189022001C,C,SIU Charter Sch of East St Louis ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,CHARTER SCH,9 10 11 12                     ,0.9,97.2,0.9,0,0,0,0.9,109,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890220043,0,East St Louis Senior High School ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,0.5,98.1,0.9,0.1,0,0.1,0.3,"1,289",0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890221007,1,Mason/Clark Middle Sch           ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,MIDDLE SCHL,5 6 7 8                        ,0.5,96.7,2.7,0,0,0,0.1,854,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890221036,1,East St Louis-Lincoln Middle Sch ,East St Louis SD 189             ,East St Louis    ,Saint Clair,2,9,UNIT       ,LARGE ,MIDDLE SCHL,5 6 7 8                        ,0.1,99.7,0,0,0,0.1,0,716,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890222008,2,Dunbar Elem School               ,East St Louis SD 189             ,East St Louis    ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4                      ,0,99.2,0,0,0,0,0.8,522,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890222038,2,Annette Officer Elementary       ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4                      ,0,99.1,0.2,0,0,0,0.7,453,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890222054,2,Katie Harper-Wright Elem         ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4                      ,0.2,99,0.2,0,0,0.2,0.2,401,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890222055,2,Gordon Bush Elementary           ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4                      ,0.3,98.7,0,0,0,0.3,0.8,389,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821890222056,2,James Avant Elementary School    ,East St Louis SD 189             ,Washington Pk    ,Saint Clair,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4                      ,1.1,90.3,7.8,0,0,0.2,0.6,526,0.4,97.6,1.4,0,0,0.1,0.4,"5,735"
500821960260001,0,Dupo High School                 ,Dupo CUSD 196                    ,Dupo             ,Saint Clair,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,88.6,4.3,2.8,0,0,0.4,3.9,281,86.7,4.3,3.4,0.2,0,0.5,4.9,"1,053"
500821960261001,1,Dupo Jr High School              ,Dupo CUSD 196                    ,Dupo             ,Saint Clair,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,7 8                            ,88.7,3.5,2.1,0.7,0,0,5,141,86.7,4.3,3.4,0.2,0,0.5,4.9,"1,053"
500821960262006,2,Bluffview  Elem School           ,Dupo CUSD 196                    ,Dupo             ,Saint Clair,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6               ,85.4,4.4,4,0.2,0,0.6,5.4,630,86.7,4.3,3.4,0.2,0,0.5,4.9,"1,053"
500822010170001,0,Belleville High School-East      ,Belleville Twp HSD 201           ,Belleville       ,Saint Clair,1,6,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,46.1,39.9,4.7,1.1,0.2,0.2,7.8,"2,557",49.2,38.7,4.2,1.1,0.2,0.2,6.5,"4,860"
500822010170002,0,Belleville High School-West      ,Belleville Twp HSD 201           ,Belleville       ,Saint Clair,1,6,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,53.1,37.1,3.2,1.2,0.1,0.1,5.2,"2,157",49.2,38.7,4.2,1.1,0.2,0.2,6.5,"4,860"
500822030170001,0,O Fallon High School             ,O Fallon Twp HSD 203             ,O Fallon         ,Saint Clair,1,5,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,64.7,19.6,5,2.8,0.1,0.2,7.5,"2,405",64.7,19.6,5,2.8,0.1,0.2,7.5,"2,407"
510652000260001,0,Greenview Jr/Sr High School      ,Greenview CUSD 200               ,Greenview        ,Menard     ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,95.5,0,2.7,0,0,0,1.8,110,93.6,2.3,2.3,0,0,0,1.8,219
510652000262001,2,Greenview Elementary School      ,Greenview CUSD 200               ,Greenview        ,Menard     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,91.7,4.6,1.8,0,0,0,1.8,109,93.6,2.3,2.3,0,0,0,1.8,219
510652020260001,0,Porta High School                ,Porta CUSD 202                   ,Petersburg       ,Menard     ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,94.3,0.6,0.6,0.8,0,0.8,2.9,487,94.3,0.9,0.5,0.4,0,0.5,3.3,"1,147"
510652020262003,2,Petersburg Elem School           ,Porta CUSD 202                   ,Petersburg       ,Menard     ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,94.7,0.8,0.6,0,0,0,3.9,358,94.3,0.9,0.5,0.4,0,0.5,3.3,"1,147"
510652020262006,2,Porta Central                    ,Porta CUSD 202                   ,Petersburg       ,Menard     ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,3 4 5 6                        ,94.2,1.4,0.3,0.3,0,0.3,3.4,291,94.3,0.9,0.5,0.4,0,0.5,3.3,"1,147"
510652130260001,0,Athens Sr High School            ,Athens CUSD 213                  ,Athens           ,Menard     ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,0.3,1.7,0.3,0,0,3.5,289,93.8,1.5,1.6,0.5,0.2,0,2.3,"1,107"
510652130261001,1,Athens Junior High School        ,Athens CUSD 213                  ,Athens           ,Menard     ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,7 8                            ,97.7,0.6,0.6,0.6,0,0,0.6,171,93.8,1.5,1.6,0.5,0.2,0,2.3,"1,107"
510652130262001,2,Cantrall Intermediate School     ,Athens CUSD 213                  ,Cantrall         ,Menard     ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,4 5 6                          ,92.6,3.9,1.6,1.2,0.4,0,0.4,258,93.8,1.5,1.6,0.5,0.2,0,2.3,"1,107"
510652130262003,2,Cantrall Elem School             ,Athens CUSD 213                  ,Cantrall         ,Menard     ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3                     ,92.6,1.3,2.1,0.3,0.3,0,3.4,380,93.8,1.5,1.6,0.5,0.2,0,2.3,"1,107"
510840010260001,0,Tri-City High School             ,Tri City CUSD 1                  ,Buffalo          ,Sangamon   ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.5,0,0.6,0.6,0,0,1.3,159,93.2,1,1.9,0.3,0.2,0,3.4,586
510840010261001,1,Tri-City Jr High School          ,Tri City CUSD 1                  ,Buffalo          ,Sangamon   ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,6 7 8                          ,89,3.1,3.1,0,0.8,0,3.9,127,93.2,1,1.9,0.3,0.2,0,3.4,586
510840010262001,2,Tri-City Elem School             ,Tri City CUSD 1                  ,Buffalo          ,Sangamon   ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5                 ,92.6,0.7,2,0.3,0,0,4.4,297,93.2,1,1.9,0.3,0.2,0,3.4,586
51084003A260001,0,Rochester High School            ,Rochester CUSD 3A                ,Rochester        ,Sangamon   ,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,92.2,1.9,0.9,0.6,0,0.4,3.9,774,92,1.6,1.3,1.4,0,0.2,3.5,"2,282"
51084003A261002,1,Rochester Jr High School         ,Rochester CUSD 3A                ,Rochester        ,Sangamon   ,2,9,UNIT       ,LARGE ,MIDDLE SCHL,7 8                            ,93.9,0.8,0.8,0.5,0,0.3,3.8,395,92,1.6,1.3,1.4,0,0.2,3.5,"2,282"
